21
29
-0.265625 -0.670833
-0.253125 -0.666667
43
-0.18125 -0.358333
-0.190625 -0.4125
-0.190625 -0.4875
-0.196875 -0.541667
-0.203125 -0.6125
-0.190625 -0.641667
-0.15 -0.691667
-0.103125 -0.808333
-0.09375 -0.829167
-0.065625 -0.875
-0.046875 -0.9125
-0.040625 -0.9375
-0.040625 -0.95
-0.0625 -0.954167
-0.065625 -0.9625
-0.059375 -0.991667
-0.053125 -0.995833
-0.021875 -0.979167
0 -0.970833
-0.040625 -0.995833
-0.025 -1
0.00312495 -1
0.015625 -1
0.034375 -1
0.05 -0.991667
0.05 -0.966667
0.04375 -0.925
0.046875 -0.9
0.034375 -0.879167
0.021875 -0.8375
0.00937498 -0.8125
-0.00937498 -0.775
-0.025 -0.7375
-0.0375 -0.708333
-0.059375 -0.670833
-0.071875 -0.641667
-0.075 -0.595833
-0.0625 -0.545833
-0.053125 -0.5
-0.05 -0.475
-0.040625 -0.425
-0.04375 -0.383333
-0.046875 -0.366667
5
-0.06875 -0.641667
-0.05 -0.616667
-0.03125 -0.566667
-0.01875 -0.525
-0.01875 -0.504167
7
-0.203125 -0.591667
-0.215625 -0.583333
-0.23125 -0.5625
-0.24375 -0.533333
-0.2625 -0.491667
-0.278125 -0.454167
-0.271875 -0.475
7
-0.153125 -0.695833
-0.175 -0.691667
-0.196875 -0.683333
-0.2375 -0.683333
-0.2625 -0.666667
-0.278125 -0.65
-0.28125 -0.641667
24
-0.24375 -0.679167
-0.24375 -0.708333
-0.234375 -0.745833
-0.23125 -0.795833
-0.225 -0.8375
-0.221875 -0.875
-0.225 -0.920833
-0.234375 -0.95
-0.24375 -0.9625
-0.246875 -0.975
-0.240625 -0.995833
-0.2 -0.9875
-0.190625 -0.991667
-0.16875 -0.9875
-0.153125 -0.983333
-0.14375 -0.9625
-0.134375 -0.933333
-0.134375 -0.9
-0.134375 -0.870833
-0.134375 -0.829167
-0.134375 -0.8
-0.13125 -0.7625
-0.13125 -0.741667
-0.13125 -0.725
24
-0.40625 -0.695833
-0.403125 -0.733333
-0.396875 -0.7875
-0.39375 -0.8375
-0.403125 -0.895833
-0.409375 -0.929167
-0.421875 -0.970833
-0.425 -0.979167
-0.446875 -0.983333
-0.471875 -0.983333
-0.48125 -0.983333
-0.503125 -0.979167
-0.503125 -0.975
-0.49375 -0.920833
-0.490625 -0.895833
-0.484375 -0.866667
-0.484375 -0.8375
-0.484375 -0.804167
-0.484375 -0.7625
-0.49375 -0.729167
-0.496875 -0.708333
-0.503125 -0.6875
-0.50625 -0.675
-0.509375 -0.666667
15
-0.7 -0.345833
-0.709375 -0.320833
-0.725 -0.266667
-0.74375 -0.233333
-0.75625 -0.195833
-0.765625 -0.1625
-0.775 -0.116667
-0.775 -0.0666667
-0.775 -0.00833337
-0.771875 0.0583333
-0.765625 0.1125
-0.75625 0.154167
-0.74375 0.191667
-0.721875 0.241667
-0.721875 0.25
9
-0.896875 0.783333
-0.896875 0.783333
-0.896875 0.779167
-0.890625 0.775
-0.8875 0.770833
-0.90625 0.779167
-0.915625 0.783333
-0.915625 0.783333
-0.9125 0.783333
16
-0.99375 0.8125
-0.984375 0.808333
-0.96875 0.8
-0.959375 0.795833
-0.95 0.7875
-0.940625 0.779167
-0.934375 0.775
-0.93125 0.770833
-0.925 0.766667
-0.91875 0.7625
-0.915625 0.7625
-0.90625 0.758333
-0.896875 0.758333
-0.89375 0.754167
-0.8875 0.75
-0.8875 0.745833
77
-0.9 0.816667
-0.828125 0.7625
-0.790625 0.729167
-0.765625 0.704167
-0.73125 0.670833
-0.7125 0.645833
-0.69375 0.620833
-0.671875 0.575
-0.665625 0.55
-0.653125 0.508333
-0.65 0.479167
-0.6375 0.4375
-0.628125 0.408333
-0.621875 0.366667
-0.6125 0.320833
-0.609375 0.3
-0.609375 0.266667
-0.60625 0.225
-0.609375 0.2
-0.6125 0.166667
-0.609375 0.154167
-0.609375 0.075
-0.6125 0.0625
-0.609375 0.00416668
-0.6 -0.0208333
-0.578125 -0.0625
-0.559375 -0.0916667
-0.540625 -0.120833
-0.515625 -0.133333
-0.48125 -0.145833
-0.44375 -0.154167
-0.39375 -0.158333
-0.346875 -0.154167
-0.315625 -0.15
-0.275 -0.145833
-0.221875 -0.141667
-0.190625 -0.1375
-0.1125 -0.145833
-0.0625 -0.175
-0.00937498 -0.2125
0.040625 -0.241667
0.078125 -0.291667
0.13125 -0.3625
0.225 -0.4375
0.34375 -0.508333
0.40625 -0.566667
0.490625 -0.620833
0.590625 -0.6875
0.684375 -0.729167
0.771875 -0.745833
0.871875 -0.75
0.953125 -0.754167
0.984375 -0.758333
0.975 -0.775
0.925 -0.7875
0.88125 -0.808333
0.853125 -0.808333
0.8125 -0.8125
0.765625 -0.829167
0.70625 -0.841667
0.64375 -0.85
0.56875 -0.825
0.521875 -0.8
0.4625 -0.779167
0.4125 -0.7625
0.35625 -0.7375
0.29375 -0.704167
0.240625 -0.679167
0.18125 -0.658333
0.14375 -0.641667
0.1 -0.625
0.05625 -0.616667
0.025 -0.620833
-0.00312501 -0.633333
-0.040625 -0.641667
-0.04375 -0.645833
-0.059375 -0.645833
14
-0.00625002 -0.558333
0.040625 -0.554167
0.08125 -0.545833
0.121875 -0.5375
0.153125 -0.566667
0.221875 -0.583333
0.284375 -0.604167
0.346875 -0.6375
0.390625 -0.6625
0.43125 -0.704167
0.478125 -0.7375
0.534375 -0.754167
0.553125 -0.7625
0.559375 -0.766667
7
-0.2375 -0.545833
-0.265625 -0.566667
-0.309375 -0.583333
-0.35 -0.6
-0.378125 -0.595833
-0.40625 -0.591667
-0.40625 -0.591667
8
-0.5 -0.516667
-0.484375 -0.504167
-0.465625 -0.491667
-0.4625 -0.470833
-0.46875 -0.4375
-0.475 -0.4
-0.46875 -0.379167
-0.45625 -0.379167
4
-0.471875 -0.508333
-0.45625 -0.5
-0.440625 -0.483333
-0.44375 -0.475
8
-0.084375 -0.45
-0.08125 -0.479167
-0.071875 -0.520833
-0.090625 -0.608333
-0.103125 -0.625
-0.09375 -0.65
-0.071875 -0.670833
-0.071875 -0.670833
6
-0.55 -0.595833
-0.553125 -0.654167
-0.55 -0.7
-0.559375 -0.758333
-0.575 -0.783333
-0.58125 -0.795833
